id,demo_gender,demo_age,demo_relationshipstatus01,demo_children,demo_classstanding,demo_units,demo_gpa,demo_employed01,demo_employed02,demo_employed03,demo_incomehousehold,demo_incomepersonal,demo_politics,demo_religion,socialmedia_constantly,socialmedia_first,socialmedia_last,socialmedia_dumb,procrastinate_minute,procrastinate_plan,procrastinate_distracted,procrastinate_projects,procrastinate_pressure,procrastinate_concentrate,procrastinate_deadlines,procrastinate_management,procrastinate_task,outlook_expect,outlook_worst,outlook_wrong,deviance_play,deviance_activities,deviance_risks,deviance_cautious,deviance_told,deviance_new,deviance_rules,deviance_opposite,locus_luck,locus_work,locus_talent,locus_system,locus_people,personality_myself,personality_outgoing,personality_quiet,personality_exhausting,personality_center,personality_energizing,personality_rehearse,personality_groups,impulsivity_decisions,impulsivity_thinking,impulsivity_money,impulsivity_buy,impulsivity_options,family_enjoy,family_stress,family_sacrifices,family_like,family_secrets,family_fight,family_regularly,friends_enjoy,friends_stress,friends_sacrifices,friends_like,friends_secrets,friends_fight,friends_regularly,stress_relax,stress_sleep,stress_concentrate,stress_bed,stress_myself,stress_motivated,stress_emotions,stress_productive,stress_social,esteem_worth,esteem_qualities,esteem_failure,esteem_well,esteem_proud,esteem_satisfied,esteem_attitude,esteem_respect,esteem_useless,esteem_good,satisfaction_physical,satisfaction_mental,satisfaction_appearance,satisfaction_finances,satisfaction_housing,satisfaction_transportation,satisfaction_friends,satisfaction_family,satisfaction_education,satisfaction_career,satisfaction_freetime,demo_relationshipstatus02,conflictresolution_forgive,conflictresolution_grudges,conflictresolution_solve,conflictresolution_argue,significantother_committed,significantother_unhappy,significantother_wish,significantother_imagine,satisfaction_significantother,demo_employed04,jobsecurity_worry,jobsecurity_months,jobsecurity_people,jobsecurity_secure,jobsecurity_challenge,jobsatisfaction_enjoyable,jobsatisfaction_accomplishment,jobsatisfaction_waste,jobsatisfaction_proud,jobsatisfaction_bored,satisfaction_job,jobmobility_adequately,jobmobility_promoted,jobmobility_stuck,jobmobility_paid,jobmobility_opportunities,workdemands_breaks,workdemands_early,workdemands_complete,workdemands_think,workdemands_free,workdemands_easy,workdemands_late,workdemands_exhausting,supervisors_trouble,supervisors_me,supervisors_respect,supervisors_friends,supervisors_argue,supervisors_like,coworkers_trouble,coworkers_me,coworkers_respect,coworkers_friends,coworkers_argue,coworkers_like,wis_time,wis_tired,satisfaction_performanceschool,siw_time,siw_tired,satisfaction_performancework
263,1,21,2,2,3,12,2.4,1,1,20,14000,3500,2,5,6,4,5,6,6,2,6,5,5,6,3,4,5,5,5,4,4,4,5,3,5,4,4,3,1,5,5,5,6,4,6,1,3,5,5,2,5,5,6,6,2,5,6,4,6,6,5,5,5,5,5,4,5,5,5,5,5,4,5,3,4,3,2,4,1,6,6,2,6,1,3,5,5,4,1,2,3,4,5,5,5,4,6,5,6,6,2,6,5,5,5,6,1,2,5,6,1,1,3,6,5,1,5,4,4,4,5,4,5,5,5,5,2,4,1,2,1,2,2,6,5,2,1,5,5,3,6,2,1,6,6,4,6,3,5,3,3,5,3
264,1,20,2,2,2,15,3.1,1,1,16,nan,nan,nan,2,6,5,5,2,5,4,4,4,5,4,2,5,6,2,3,2,5,3,4,5,3,4,2,2,1,6,5,3,4,5,4,3,4,3,4,2,2,4,3,5,2,5,6,1,5,6,2,1,5,6,2,5,5,1,1,5,1,1,1,1,1,1,1,1,1,5,6,1,4,1,5,6,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,5,1,6,1,6,1,1,4,6,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
265,2,20,1,2,2,18,2.75,1,1,20,nan,8000,2,2,5,5,5,4,4,5,5,4,4,4,2,2,2,3,3,4,4,3,5,4,4,5,3,1,2,6,6,5,5,5,5,1,1,4,6,5,4,4,4,3,5,5,6,4,6,6,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,2,4,1,2,2,3,6,6,5,5,5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,3,5,5,5,2,2,2,5,2,5,3,3,5,5,3,5,5,4,3,5,5,4,5,6,4,5,3,1,1,2,2,1,5,5,1,4,5,5,3,5,5,3
266,2,20,1,2,2,19,3.98,1,1,20,60000,7000,2,4,2,2,2,3,2,5,3,4,4,2,1,6,6,2,2,2,5,2,2,5,4,4,2,2,2,5,4,2,2,5,4,4,4,2,4,4,2,2,2,5,2,5,6,4,6,6,2,2,6,5,2,4,5,2,2,5,2,2,2,2,2,2,2,2,2,5,5,2,5,1,5,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,5,2,5,2,5,5,1,5,2,5,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,5,5,2,5,2,2,5,5,2,5,2,3,5,2,2,5
267,2,22,1,2,3,12,3.7,1,1,20,16000,16000,6,4,4,4,4,4,2,5,3,5,4,3,2,6,4,2,1,1,3,4,4,2,5,6,5,4,4,5,5,6,4,6,5,2,4,5,4,3,5,6,6,1,6,3,5,2,6,6,5,3,5,6,4,6,6,4,3,6,3,3,3,3,3,4,4,2,5,6,6,1,6,2,6,6,2,2,2,6,6,6,6,4,4,4,6,6,6,5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,3,5,5,3,2,4,5,2,5,3,6,3,4,5,3,5,2,2,2,2,5,6,1,3,2,1,5,4,2,5,2,2,5,4,2,5,2,2,6,3,3,5
268,1,20,1,2,2,14,3.2,1,1,20,nan,nan,2,5,3,2,4,3,4,3,4,2,2,2,2,3,3,4,4,4,4,3,4,3,5,3,3,4,2,4,2,3,3,4,3,5,4,1,3,3,1,3,4,4,3,3,4,4,5,4,5,4,3,5,3,5,5,2,2,5,4,2,3,4,2,3,2,3,2,3,4,2,4,3,4,4,4,4,4,3,5,3,4,4,4,5,4,5,4,4,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,4,5,3,2,4,3,4,3,2,3,2,2,3,2,5,4,4,2,2,2,4,2,3,2,2,4,3,2,4,2,2,4,4,2,4,2,3,3,2,2,4
269,2,19,1,2,2,13,2.63,1,1,27,40000,9000,5,4,5,5,5,2,4,5,5,3,4,3,3,3,4,5,5,3,5,3,3,5,5,3,3,3,2,5,3,4,4,5,5,4,4,2,3,4,3,5,3,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,5,3,5,3,5,5,4,3,3,4,3,4,4,4,4,4,4,4,4,4,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,3,4,3,3,3,3,3,3,4,3,4,2,3,4,6,2,2,2,2,4,5,2,4,2,2,5,4,5,4,2,2,5,5,2,5,3,4,3,3,4,5
270,2,20,1,2,3,13,2.9,1,1,25,nan,6000,2,2,5,4,6,2,6,6,6,4,4,4,5,2,2,4,5,2,4,5,6,4,4,5,4,2,2,6,6,6,4,4,6,1,2,4,6,4,4,4,4,4,1,2,6,4,6,6,5,2,6,6,4,6,6,5,4,4,2,3,5,2,1,6,2,6,2,6,6,4,5,2,5,6,2,2,5,2,4,4,2,5,5,6,6,4,4,4,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,5,5,6,4,6,5,1,4,1,5,4,2,4,2,2,2,2,1,3,1,2,3,5,1,1,6,6,1,5,1,1,6,6,1,5,6,5,1,2,2,6
271,1,20,2,2,2,17,3.96,1,2,nan,nan,nan,2,2,3,2,3,3,2,6,5,3,4,4,2,4,4,2,4,2,4,3,4,4,4,5,2,4,1,6,5,3,5,5,3,5,4,2,3,3,4,3,3,2,2,4,5,4,5,5,4,3,5,5,2,5,5,4,3,4,4,3,4,3,3,3,1,5,3,6,5,1,5,1,4,6,2,2,1,5,6,5,4,5,4,5,5,5,6,3,2,4,4,4,5,4,3,5,4,3,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
272,2,nan,1,2,2,17,2.9,1,1,20,15000,15000,6,6,4,4,4,4,4,6,4,4,5,2,1,3,3,3,4,4,5,2,3,4,4,2,2,3,2,6,4,3,5,6,3,6,5,1,3,4,2,2,2,6,1,5,5,4,5,5,4,4,6,5,3,3,5,4,3,2,4,4,3,4,3,3,3,3,4,4,5,2,5,2,nan,3,5,5,4,4,3,5,5,5,5,5,6,4,4,4,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,5,4,5,1,5,5,2,4,1,5,4,3,4,3,4,4,4,3,2,3,4,3,4,2,2,5,5,1,6,1,1,6,5,1,5,3,3,5,3,3,5
273,2,22,2,2,3,17,2.67,1,1,18,nan,nan,3,3,5,3,3,3,2,5,4,3,3,2,2,4,5,3,4,3,5,3,3,5,4,4,3,4,4,5,4,4,3,5,4,4,3,2,4,2,3,3,3,5,4,5,6,4,5,5,5,4,5,5,4,4,5,5,3,4,5,5,5,4,4,5,2,4,4,5,5,3,5,3,5,5,4,5,4,4,4,4,3,3,4,5,5,5,4,3,2,5,3,6,4,6,1,1,4,5,1,4,4,4,3,4,4,4,3,4,5,4,5,4,2,5,3,2,2,2,3,3,3,2,3,1,1,6,4,1,5,1,1,6,5,1,5,3,4,4,4,4,4
274,1,18,1,2,1,15,3.8,1,1,8,nan,nan,3,4,3,2,2,4,4,3,3,3,4,3,3,3,4,4,4,4,5,4,3,6,3,2,2,2,2,5,5,4,3,4,4,3,3,2,4,3,2,3,4,4,2,4,5,4,5,5,5,2,3,5,4,5,5,5,2,4,5,5,4,4,5,4,2,3,4,3,3,5,5,5,2,1,4,6,6,3,1,4,3,4,3,5,6,5,6,2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
275,2,19,1,2,1,17,3.56,1,1,20,nan,10000,4,3,5,4,3,3,3,4,5,2,4,4,3,4,5,3,4,3,5,3,5,6,6,4,1,3,2,5,5,3,2,5,4,4,5,4,6,5,2,4,5,5,3,5,5,3,5,6,3,1,5,6,4,3,5,5,2,3,3,1,5,2,3,4,4,5,2,4,4,3,5,4,4,4,4,3,3,5,4,4,5,6,6,2,5,5,3,2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,6,6,3,4,5,4,4,3,4,2,4,3,4,5,1,5,2,4,2,5,3,4,1,4,2,4,4,5,2,4,2,5,4,4,1,5,2,2,4,2,6,5
276,1,28,1,2,4,15,3,2,2,nan,nan,nan,4,4,3,3,4,5,5,2,6,4,5,4,2,4,2,3,6,4,2,4,4,4,3,5,5,4,5,5,6,5,3,5,2,6,4,2,3,3,3,4,4,1,4,3,5,2,5,5,4,2,1,6,4,5,5,5,4,2,4,5,6,3,3,6,4,5,5,4,4,3,4,2,4,4,3,5,3,2,3,3,1,1,4,6,6,5,4,6,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
277,1,29,2,2,4,12,3.9,1,1,29,45000,40000,nan,4,1,1,1,4,1,1,2,1,3,1,1,6,5,1,6,3,2,2,6,5,5,6,5,3,5,5,5,5,4,6,6,6,1,2,6,3,2,5,5,6,2,6,6,1,4,6,1,1,6,6,1,4,6,1,1,3,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,6,2,1,1,3,3,3,1,1,1,4,6,1,6,6,2,6,1,6,6,6,1,1,6,6,1,1,3,6,6,1,6,6,1,6,1,4,6,6,1,6,1,1,1,1,1,1,6,1,1,1,1,6,6,6,6,1,1,6,5,1,6,1,1,3,6,6,1
278,2,24,2,2,4,12,3.2,1,1,25,nan,10000,4,3,4,5,5,1,4,6,5,5,3,3,2,5,5,3,3,2,5,2,2,5,5,3,1,2,2,5,4,6,4,5,4,5,4,3,3,5,5,2,2,4,3,5,5,4,6,6,3,3,5,5,4,4,5,3,2,3,5,3,5,4,5,5,5,5,5,5,5,2,4,2,4,5,2,2,1,3,3,3,3,3,5,4,6,6,5,2,2,5,2,5,2,5,2,2,2,5,1,4,4,5,3,4,3,4,4,4,2,4,5,4,3,4,3,5,5,5,5,2,2,5,5,3,3,4,1,1,2,3,3,4,4,3,4,4,5,2,5,5,4
279,2,nan,2,2,3,12,3.8,1,1,25,nan,nan,5,2,3,1,3,5,4,4,5,5,5,4,4,5,2,3,3,3,3,3,4,4,5,5,4,3,2,5,4,3,3,3,6,1,1,4,3,1,3,3,4,6,5,5,6,4,6,6,4,4,6,6,4,5,6,1,5,5,4,1,5,6,5,5,4,4,6,5,6,1,6,1,6,6,1,1,1,3,6,6,4,4,6,6,6,6,6,5,2,6,1,6,3,6,1,2,2,6,1,1,2,5,6,3,4,5,5,4,6,6,6,3,2,2,4,1,1,1,1,4,6,1,2,1,1,5,2,1,3,1,1,5,3,4,4,4,4,5,4,4,3
280,2,19,2,2,2,17,3.75,1,1,15,3000,3000,6,3,4,3,4,4,5,4,5,4,6,5,3,3,4,5,5,5,4,3,4,6,3,3,3,3,4,3,4,6,4,2,4,4,2,2,4,2,4,4,4,4,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,3,5,5,5,3,1,2,2,2,4,4,4,4,4,2,2,4,3,4,4,5,3,3,2,4,1,4,4,4,3,4,5,5,2,5,2,5,4,4,3,3,5,5,5,5,5,3,4,5,5,3,1,5,5,2,5,2,2,4,4,2,4,5,5,3,4,5,4
281,1,19,1,2,2,15,3.2,1,1,16,55000,5300,4,6,6,6,6,5,6,2,5,3,5,6,3,2,2,4,6,5,6,6,6,5,4,3,3,3,3,4,6,5,5,3,4,5,6,6,3,6,6,6,6,1,6,3,2,6,3,2,6,5,3,6,5,5,5,3,4,6,5,5,5,6,5,5,5,5,4,4,5,3,5,3,4,4,4,3,4,1,2,2,2,2,2,4,3,3,3,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,2,4,5,2,4,5,4,5,2,4,4,4,4,3,3,4,3,4,2,1,2,4,3,1,1,4,6,4,6,1,4,4,4,4,4,5,5,5,5,5,5
282,2,19,1,2,2,13,3.7,1,1,25,38000,14000,4,2,4,2,5,2,4,5,4,4,1,2,1,4,4,4,4,4,6,1,2,6,5,4,2,2,2,6,4,4,4,5,5,4,2,1,5,5,2,2,2,4,2,5,6,2,6,6,2,2,4,6,2,6,6,2,3,5,2,2,2,2,2,2,2,2,2,5,5,2,4,2,5,5,4,2,2,5,5,5,5,5,5,5,5,6,6,3,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,2,3,4,5,3,2,4,3,2,3,2,4,1,1,1,1,1,1,1,1,1,4,5,5,1,1,6,6,1,5,1,1,5,5,2,5,3,4,5,3,4,5
283,2,27,1,1,4,16,3.25,1,1,40,30000,25000,6,6,4,2,2,2,5,5,2,5,6,1,1,6,3,2,4,2,4,2,4,3,6,4,5,6,3,5,5,4,2,5,4,2,4,1,4,3,1,3,2,3,4,6,6,1,6,6,2,1,6,6,4,6,6,4,1,5,2,2,2,2,2,4,2,2,2,6,6,1,6,1,6,6,1,1,1,3,6,3,1,3,6,6,6,5,5,6,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,6,5,5,2,5,5,1,5,1,5,3,3,2,3,5,5,2,2,2,1,3,1,4,1,1,6,6,1,6,1,1,6,4,1,5,4,4,4,2,2,5
284,1,22,2,2,3,17,3.18,1,2,nan,100000,5000,4,6,2,3,2,5,4,5,5,2,4,2,1,4,4,3,6,4,5,2,1,5,4,3,1,3,4,3,6,5,4,4,4,2,4,3,3,2,1,2,5,4,2,5,5,2,6,6,5,1,6,6,4,6,6,2,2,6,3,1,3,2,2,4,5,4,2,5,5,3,4,4,5,4,3,5,3,3,6,5,5,6,6,6,6,5,5,6,2,6,1,6,2,6,1,1,5,6,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
285,2,20,1,2,2,13,3.65,2,2,nan,nan,nan,5,5,4,1,1,3,1,4,6,2,2,3,2,2,4,5,6,5,4,2,3,4,4,2,3,2,4,4,5,5,4,2,3,6,5,2,3,5,2,4,4,3,2,4,5,4,5,4,6,5,2,6,4,5,6,5,1,3,6,6,3,4,3,4,2,2,5,3,2,3,1,3,4,3,4,4,4,2,2,3,1,3,2,6,5,4,5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
286,2,19,1,2,2,15,3,1,1,24,nan,nan,3,3,5,5,5,3,3,4,5,3,5,4,2,4,4,4,3,2,2,3,4,5,5,5,5,5,5,5,4,2,3,4,5,4,3,3,4,5,2,5,5,3,5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,4,3,5,4,4,5,5,3,5,3,5,6,4,5,3,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,3,2,5,5,3,4,4,3,3,5,3,5,5,4,3,4,5,3,3,1,5,5,4,5,2,2,5,5,2,5,2,2,5,5,2,5,5,5,3,2,4,4
287,2,18,2,2,1,13,3.9,1,1,30,14000,7000,4,3,6,5,5,3,6,4,6,6,1,4,1,4,4,2,5,4,4,1,5,4,6,2,3,6,1,6,4,6,5,4,2,5,6,1,4,1,1,4,4,3,4,4,6,3,6,5,5,2,1,5,4,1,5,6,3,1,4,5,5,6,1,5,6,6,3,6,6,1,6,1,6,4,1,4,4,4,5,6,6,6,6,3,3,6,6,6,2,6,4,4,6,6,1,4,6,6,1,1,4,6,6,1,4,3,1,5,4,4,2,5,1,5,4,4,1,1,2,4,6,1,2,4,1,6,6,1,6,1,1,6,6,1,5,5,6,4,4,2,5
288,1,25,2,2,4,16,3.12,1,1,35,19000,19000,1,1,5,2,3,4,4,4,4,3,5,3,3,4,4,3,4,3,5,3,5,4,6,4,2,2,2,5,6,3,4,5,4,5,5,3,4,5,3,2,2,5,2,6,4,5,5,6,1,4,3,6,4,6,6,1,4,5,5,5,5,6,2,5,2,3,4,4,4,4,5,4,4,4,3,4,2,5,5,3,1,3,5,6,4,3,4,2,2,6,1,6,1,6,1,1,6,6,1,3,4,5,5,4,4,2,2,5,4,3,4,1,5,2,5,5,2,2,2,3,5,3,4,2,4,3,4,3,3,2,1,4,4,2,5,4,4,5,2,2,5
289,2,18,2,2,1,15,3.5,1,1,15,nan,nan,3,2,4,5,5,4,4,3,4,4,3,4,3,4,4,3,4,2,3,4,3,nan,5,2,4,2,3,4,2,4,3,3,4,3,2,4,3,4,5,4,3,4,4,4,2,3,4,3,3,3,3,1,3,4,2,3,4,2,1,2,3,4,5,6,4,5,4,4,3,3,3,3,3,4,1,2,1,2,4,2,5,1,1,6,6,6,6,6,2,5,4,5,5,5,4,5,4,5,1,5,4,3,2,1,3,4,4,4,4,4,4,4,4,3,3,1,2,3,4,5,6,5,5,1,2,3,3,3,4,2,3,4,4,4,4,2,2,1,1,2,3
290,1,21,2,2,3,13,2.3,1,1,35,12000,12000,3,4,4,2,4,3,2,5,3,4,3,3,3,4,4,4,5,4,5,3,3,5,4,2,3,2,3,5,4,4,4,4,4,4,3,2,4,4,4,3,3,2,4,4,5,4,5,5,4,3,3,5,4,4,5,3,2,2,5,4,4,4,4,5,3,4,5,5,5,3,2,3,4,5,4,4,3,3,3,3,2,5,5,3,5,4,3,2,2,5,2,5,1,5,2,4,3,5,1,2,5,5,5,2,4,3,4,4,4,3,5,2,3,5,5,2,5,3,2,2,5,5,5,3,2,3,2,4,3,2,2,5,5,2,5,4,5,2,3,4,5
291,2,21,2,2,3,12,3,1,2,nan,nan,nan,5,4,5,4,5,2,2,4,4,4,2,2,2,4,3,4,6,4,4,4,3,4,4,2,2,3,4,4,5,5,2,5,2,4,4,3,3,2,2,3,4,3,4,5,5,5,5,5,4,2,5,5,2,5,5,2,1,4,2,3,3,3,3,5,2,5,5,4,3,3,3,5,4,3,5,4,5,5,5,4,3,4,2,5,4,4,2,5,2,5,3,4,3,5,2,3,5,4,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
292,1,20,1,2,2,16,3.2,1,2,nan,nan,nan,2,2,5,5,5,2,6,5,2,2,6,1,1,5,6,4,3,2,5,2,5,6,4,2,3,2,3,4,4,2,2,6,2,6,3,1,4,3,2,2,2,4,3,5,6,1,6,6,1,1,5,6,4,6,6,6,3,6,5,6,4,4,4,3,1,1,2,4,4,2,4,2,5,4,2,2,1,5,3,3,3,3,5,6,6,4,6,5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
293,2,26,2,1,3,12,2.89,1,1,32,30000,30000,5,3,1,1,1,6,3,4,4,2,3,4,3,3,6,2,4,3,6,2,4,3,3,2,4,2,4,6,6,4,2,5,6,5,6,1,1,1,3,4,4,4,4,3,6,4,5,6,6,4,1,4,6,1,4,4,4,1,5,5,4,3,2,3,3,3,3,4,4,2,3,3,4,2,1,1,1,1,2,2,1,3,4,3,6,5,3,2,2,5,2,3,3,3,3,3,3,3,1,5,6,5,2,6,4,4,2,4,4,4,4,1,5,1,6,2,2,2,4,3,4,4,4,2,2,4,3,3,3,3,3,3,3,3,3,4,4,2,4,4,2
294,1,28,2,2,3,12,4,1,1,40,35000,12000,5,1,1,1,1,2,2,5,2,2,5,2,2,2,6,2,2,1,2,2,2,2,5,2,2,2,1,5,5,5,2,4,4,2,2,2,2,2,2,2,2,5,5,4,6,5,5,5,2,5,4,5,2,4,5,2,2,2,2,5,5,2,2,2,2,2,2,6,5,2,5,2,5,5,2,2,2,4,5,5,5,5,5,5,5,5,5,1,2,5,2,5,5,6,2,2,5,5,1,2,2,6,4,4,5,2,4,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,5,2,2,5,5,2,5,2,2,2,2,2,5
295,2,23,2,2,3,12,3,2,2,nan,nan,nan,4,3,4,2,4,2,4,3,4,4,3,5,5,2,5,4,5,5,5,5,3,6,5,2,3,3,2,5,4,5,2,5,3,5,3,2,4,5,2,5,3,3,4,4,6,2,6,6,4,4,6,5,3,4,5,5,4,3,2,4,5,5,2,4,4,3,3,5,4,4,4,4,3,3,1,2,2,2,5,2,1,5,1,6,6,4,4,4,2,5,3,4,4,6,1,1,4,6,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
296,1,24,2,2,4,12,3.16,1,1,40,100000,80000,3,3,3,3,4,1,1,6,3,6,6,1,1,6,4,1,2,1,6,1,5,6,6,4,1,1,1,5,6,6,3,6,5,3,1,3,4,4,1,2,1,6,1,6,6,2,6,6,4,1,4,6,1,5,5,4,1,5,4,1,1,1,1,1,1,1,1,6,6,1,6,1,6,6,1,1,1,6,6,6,3,1,4,5,6,6,6,1,2,6,1,6,1,6,1,1,6,6,1,1,3,3,5,1,4,4,1,6,4,2,4,6,2,6,4,1,1,1,1,2,4,1,4,1,1,6,6,1,5,1,1,6,6,1,6,3,5,5,1,4,6
297,2,20,2,2,2,14,3.2,1,1,35,nan,nan,5,2,5,4,5,4,4,3,5,3,4,3,2,3,3,4,3,3,5,3,4,4,5,4,3,4,3,5,4,5,5,5,5,6,4,2,4,4,2,4,5,3,5,4,4,6,6,5,5,3,4,4,3,3,4,3,3,1,3,1,5,4,4,5,5,5,5,6,5,2,5,1,5,4,5,3,1,3,3,3,5,5,5,4,5,4,2,6,2,2,5,1,5,4,5,3,1,5,1,2,4,5,3,2,4,4,2,5,2,5,5,5,4,5,3,4,3,3,2,3,3,6,2,2,1,5,6,2,4,1,2,3,4,3,4,3,2,4,1,1,4
298,1,19,1,2,2,13,3.25,1,1,16,4000,1000,5,2,5,5,5,1,5,6,4,3,5,2,4,3,2,3,4,3,5,2,1,5,6,3,1,3,1,6,4,4,4,5,5,4,6,4,4,6,1,3,4,4,5,6,6,6,6,5,5,4,4,6,6,6,6,6,4,5,3,1,4,6,5,5,5,6,4,6,5,2,4,2,4,6,6,4,4,3,5,4,4,4,5,6,6,6,5,4,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,5,3,2,6,6,2,4,1,6,4,5,2,5,1,2,2,1,3,6,1,4,4,4,4,6,6,5,6,1,1,6,6,1,6,1,1,5,3,2,5
299,2,20,1,2,3,12,3.4,1,1,25,85000,5000,4,3,6,5,6,4,3,4,3,3,1,3,2,4,4,6,6,5,3,3,4,4,4,3,4,2,4,5,6,6,4,3,2,5,3,1,3,4,1,4,4,4,3,5,5,4,5,5,6,3,5,6,2,4,5,4,2,4,5,3,4,4,3,4,6,4,4,5,5,2,5,4,2,2,6,6,6,4,4,4,2,5,5,5,5,4,4,3,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,3,5,5,3,4,4,2,4,4,4,4,5,2,5,4,1,1,1,1,1,4,1,5,1,1,6,5,1,6,1,1,6,6,1,6,4,4,4,4,4,5
300,1,21,1,2,3,16,nan,1,1,23,15000,15000,5,5,1,1,1,6,6,2,6,6,6,4,5,4,4,2,5,4,1,6,6,1,6,6,6,6,3,4,4,5,5,5,6,2,1,5,6,1,4,6,3,5,3,5,6,1,5,6,3,1,5,6,2,5,5,5,4,5,5,5,3,4,3,5,4,2,4,5,6,1,5,3,4,4,1,1,1,5,4,5,4,4,4,4,6,4,4,4,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,4,3,4,2,4,4,3,6,4,4,5,4,3,5,4,1,1,1,1,3,3,1,4,4,1,4,4,2,4,2,3,4,3,4,4,2,2,3,1,1,6
301,2,28,2,1,4,4,4,1,1,50,75000,58000,6,6,3,1,1,4,2,6,2,5,4,1,1,6,6,1,1,4,5,2,4,3,3,4,2,1,1,6,4,4,2,2,4,4,1,3,4,4,3,2,2,4,2,6,6,1,6,6,1,1,6,6,1,6,6,1,1,4,4,5,2,2,2,2,2,1,2,5,5,1,5,1,6,5,1,1,1,3,5,4,4,5,5,5,6,5,5,3,2,5,1,5,2,6,1,1,6,6,1,1,1,3,1,3,5,5,1,5,1,5,4,4,3,4,4,3,4,4,2,1,3,4,4,1,1,6,6,1,6,1,1,6,6,1,6,2,2,6,2,2,6
