age,marital status,number of children,ideal number of children,sex,sexual orientation,race,ethinicity,political views,religious preference,religious services attend,abortion opinion,sexual education,homosexual opinion,tv hours,email hours,relax hours,work related racism,work satisfaction,life satisfaction,poor mental health,confidence in government,ballot
21,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,2,1,.i:  Inapplicable,4,-100,-100,8,2,2,9,5,-100,3
30,Never married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Other,2,2,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
69,Married,4,8,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,2,-100,.d:  Do not Know/Cannot Choose,1,3,-100,1,2,2,6,0,-100,1
68,Widowed,1,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,2,2,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
70,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,1,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,1,3
35,Married,0,0,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,1,-100,Favor,-100,1,10,4,2,4,7,30,-100,2
39,Married,3,3,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,Oppose,-100,3,80,4,2,3,6,30,-100,2
-99,Divorced,0,8,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,3,-100,Favor,4,1,1,4,2,1,-98,1,-100,1
24,Never married,1,3,FEMALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",None,0,1,Favor,4,0,0,-100,-100,1,-100,-100,2,1
28,Never married,0,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,7,1,.i:  Inapplicable,4,-100,-100,18,2,1,9,15,-100,3
32,Married,5,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,0,-100,.i:  Inapplicable,4,-100,-100,3,2,2,9,0,2,3
32,Never married,0,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,Catholic,7,2,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,2,3
89,Never married,0,8,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,Protestant,0,1,Favor,-98,20,0,-100,-100,-100,-100,-100,-100,1
75,Divorced,0,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,1,-100,Favor,-100,2,2,-100,-100,-100,-100,-100,3,2
27,Never married,0,-100,MALE,Heterosexual or straight,Other,FILIPINO,Extremely liberal,None,1,-100,.i:  Inapplicable,4,-100,-100,0,2,2,8,2,1,3
-99,Married,8,-100,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely conservative,Protestant,0,-100,.i:  Inapplicable,-98,-100,-100,-99,-99,2,-99,-99,-100,3
22,Never married,0,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,3,-100,Favor,4,3,0,4,2,1,7,5,2,1
-99,Never married,1,8,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,.d:  Do not Know/Cannot Choose,Protestant,0,-100,Favor,3,3,0,5,2,3,7,0,-100,1
70,Married,3,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,2,Favor,1,4,1,-100,-100,-100,-100,-100,-100,1
-99,Married,2,3,MALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",Catholic,2,-100,Favor,1,3,0,5,1,3,8,0,-100,1
71,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,.i:  Inapplicable,4,-100,-100,6,2,1,9,0,2,3
-99,Married,1,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,1,0,2,1,2,8,-99,-100,2
64,Married,2,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,Protestant,0,-100,Favor,2,6,3,-100,-100,-100,-100,-100,2,1
66,Married,0,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
29,Never married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,5,-100,.i:  Inapplicable,4,-100,-100,-100,-100,1,-100,-100,-100,3
34,Married,0,-100,FEMALE,Bisexual,White,WHITE,Extremely liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,1,2,3,8,5,2,3
-99,Widowed,0,0,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",.n:  No answer,-99,-100,Oppose,-100,-99,-99,-100,-100,-100,-100,-100,-100,2
20,Never married,0,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,0,-100,Favor,4,0,0,5,2,2,7,0,-100,1
86,Widowed,7,4,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,Protestant,1,-100,Favor,-100,0,-98,-100,-100,-100,-100,-100,-100,2
59,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Other,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
70,Divorced,3,2,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,Catholic,0,1,Favor,4,8,4,-100,-100,-100,-100,-100,1,1
-99,Married,3,-100,FEMALE,Heterosexual or straight,Other,AMERICAN INDIAN OR ALASKA NATIVE,Conservative,Protestant,7,-100,.i:  Inapplicable,1,-100,-100,2,2,1,9,3,-100,3
57,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,2,3
73,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,2,1,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,2,3
72,Married,3,4,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Orthodox-christian,7,-100,Favor,1,1,1,-100,-100,-98,-100,-100,-100,1
48,Divorced,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Catholic,1,-100,Favor,4,3,10,4,2,1,7,15,-100,1
62,Divorced,8,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Other,7,-100,Favor,4,4,20,8,1,2,9,2,-100,1
-99,Married,3,3,FEMALE,.d:  Do not Know/Cannot Choose,White,WHITE,Extremely conservative,Orthodox-christian,0,-100,Oppose,-100,4,0,-100,-100,-100,-100,-100,3,2
33,Married,1,-100,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,1,-100,-100,-100,3
68,Widowed,0,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,Favor,4,3,3,-100,-100,2,-100,-100,-100,1
30,Married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,1,1,.i:  Inapplicable,4,-100,-100,2,2,3,7,5,2,3
41,Never married,2,2,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,2,-100,Favor,3,12,1,3,2,3,5,7,-100,1
18,Never married,0,8,MALE,.d:  Do not Know/Cannot Choose,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,3,-100,Oppose,-100,2,2,5,2,3,6,4,-100,2
39,Divorced,0,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,None,0,1,.i:  Inapplicable,-98,-100,-100,-100,-100,-100,-100,-100,-100,3
53,Divorced,1,-100,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,1,-97,.i:  Inapplicable,-97,-100,-100,2,2,1,-98,0,-100,3
60,Married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,1,-100,Favor,4,3,28,-100,-100,-100,-100,-100,-100,1
78,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,5,2,Favor,2,4,1,-100,-100,2,-100,-100,-100,1
69,Widowed,0,2,MALE,.i:  Inapplicable,Other,JAPANESE,Conservative,Catholic,1,-100,Favor,2,10,30,-100,-100,-100,-100,-100,-100,1
-99,Married,7,3,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,-100,Favor,-100,2,-99,-100,-100,2,-100,-100,-100,2
29,Married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Orthodox-christian,1,-100,Favor,1,2,2,-100,-100,2,-100,-100,-100,1
62,Never married,0,-100,MALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,0,-100,Favor,-100,5,1,-100,-100,-100,-100,-100,-100,2
31,Married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,6,-100,.i:  Inapplicable,4,-100,-100,4,2,2,8,15,-100,3
27,Married,0,8,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,0,-100,Favor,-100,1,10,3,2,1,10,1,1,2
46,Separated,1,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,0,2,Oppose,4,2,40,4,2,1,8,2,3,1
28,Married,0,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,6,-100,Favor,4,2,30,2,2,2,9,4,2,1
69,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,2,2,Favor,1,2,0,-100,-100,-100,-100,-100,3,1
47,Never married,2,8,FEMALE,Heterosexual or straight,Other,HISPANIC,Liberal,None,0,-100,Favor,-100,1,0,8,2,2,10,0,2,2
24,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,3,-100,Favor,-100,3,1,4,2,1,10,5,-100,2
65,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,1,1,Favor,4,24,3,4,2,2,6,0,-100,1
70,Divorced,2,2,MALE,"Gay, lesbian, or homosexual",White,WHITE,"Moderate, middle of the road",None,2,-100,Favor,-100,2,1,3,2,1,10,3,1,2
55,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,1,1,Favor,4,2,3,3,2,2,8,5,1,1
24,Never married,0,-100,FEMALE,"Gay, lesbian, or homosexual",Black,BLACK OR AFRICAN AMERICAN,Extremely liberal,Other,3,1,.i:  Inapplicable,4,-100,-100,4,1,4,4,30,2,3
35,Married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,None,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,-100,3
-99,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,0,-100,Favor,-100,1,0,-100,-100,1,-100,-100,-100,2
30,Never married,0,2,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,2,10,3,2,2,8,2,-100,2
61,Never married,0,-100,MALE,"Gay, lesbian, or homosexual",White,WHITE,Liberal,None,2,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
60,Married,1,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely conservative,Protestant,1,2,Oppose,1,4,0,-100,-100,-100,-100,-100,3,1
51,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,1,1,.i:  Inapplicable,4,-100,-100,3,2,4,8,2,-100,3
18,Never married,0,2,FEMALE,Bisexual,White,WHITE,Extremely liberal,None,1,-100,Favor,-100,2,1,-100,-100,-100,-100,-100,-100,2
60,Married,2,4,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,6,-100,Oppose,-100,4,40,12,2,2,9,0,-100,2
61,Divorced,4,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,None,0,2,.i:  Inapplicable,3,-100,-100,3,2,2,9,1,-100,3
59,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,0,2,Oppose,1,3,1,-100,-100,2,-100,-100,-100,1
52,Married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,7,-100,Favor,-100,4,6,3,1,1,9,20,3,2
44,Separated,3,3,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Christian,8,-100,Favor,-100,2,15,3,2,3,5,5,-100,2
22,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,2,1,Favor,4,1,1,-100,-100,-100,-100,-100,-100,1
39,Married,2,3,MALE,Heterosexual or straight,White,WHITE,Conservative,None,0,-100,Oppose,-100,2,4,2,2,2,9,28,-100,2
54,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,4,0,3,2,1,9,0,-100,2
36,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,2,-100,Favor,-100,3,5,-100,-100,1,-100,-100,1,2
77,Widowed,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,7,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,2,3
45,Married,2,2,MALE,.i:  Inapplicable,Other,ASIAN INDIAN,Slightly liberal,None,0,-100,Favor,4,2,0,1,2,1,8,2,1,1
34,Married,0,2,FEMALE,Heterosexual or straight,White,WHITE,Conservative,None,0,-100,Favor,-100,4,8,2,2,1,7,15,3,2
74,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,7,2,Favor,3,4,3,3,2,1,8,3,3,1
38,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Catholic,5,2,.i:  Inapplicable,1,-100,-100,1,2,1,10,0,-100,3
73,Married,2,2,MALE,Heterosexual or straight,White,WHITE,Conservative,None,0,-100,Favor,-100,4,2,-100,-100,-100,-100,-100,3,2
54,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,None,0,1,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,3,3
25,Never married,0,8,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,2,-100,Favor,-100,2,1,1,2,1,6,17,-100,2
55,Divorced,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,0,-100,.i:  Inapplicable,4,-100,-100,3,2,2,7,0,-100,3
81,Married,4,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,7,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,2,3
32,Married,0,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,7,-100,.i:  Inapplicable,1,-100,-100,4,2,2,9,3,2,3
19,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,4,0,-100,-100,-100,-100,-100,-100,2
42,Married,4,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,7,-100,Favor,4,0,20,1,2,4,9,0,2,1
75,Married,2,2,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,5,-100,Favor,-100,3,1,-100,-100,-100,-100,-100,1,2
43,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,6,2,.i:  Inapplicable,1,-100,-100,3,2,2,9,0,-100,3
55,Divorced,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,1,-100,.i:  Inapplicable,4,-100,-100,2,2,2,9,0,1,3
39,Married,4,4,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,3,-100,Favor,2,1,1,8,2,2,9,0,-100,1
39,Married,1,3,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,1,-100,Favor,-100,1,10,2,2,3,8,10,-100,2
81,Divorced,5,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,2,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,1,3
22,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,1,-100,Favor,-100,2,0,20,2,1,9,0,2,2
20,Never married,0,8,MALE,.i:  Inapplicable,Other,SAMOAN,"Moderate, middle of the road",Protestant,3,2,Favor,-98,0,14,1,2,1,-98,0,-100,1
34,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Catholic,0,-100,.i:  Inapplicable,4,-100,-100,4,2,4,3,30,1,3
24,Never married,1,-100,FEMALE,Heterosexual or straight,Other,SOME OTHER RACE,Slightly conservative,Catholic,1,-100,.i:  Inapplicable,1,-100,-100,5,2,3,8,0,-100,3
25,Never married,0,8,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,2,Oppose,4,0,0,-100,-100,1,-100,-100,-100,1
26,Married,0,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,None,0,-100,.i:  Inapplicable,4,-100,-100,3,2,1,7,5,-100,3
26,Never married,0,1,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,-100,Favor,4,3,40,1,2,4,6,5,-100,1
61,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,-100,Favor,-100,2,14,2,2,1,8,0,1,2
29,Married,0,-100,MALE,.i:  Inapplicable,Other,ASIAN INDIAN,Liberal,Hinduism,0,-100,.i:  Inapplicable,4,-100,-100,2,-100,2,-100,-100,-100,3
74,Divorced,2,-100,FEMALE,Heterosexual or straight,Other,ASIAN INDIAN,"Moderate, middle of the road",Protestant,4,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
31,Never married,0,8,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,-100,Favor,4,0,15,4,2,2,6,5,2,1
21,Never married,0,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,1,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
22,Never married,0,0,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,-100,Favor,4,3,0,1,2,4,5,15,-100,1
32,Married,0,2,FEMALE,.i:  Inapplicable,.i:  Inapplicable,.n:  No answer,Conservative,Protestant,0,-100,Favor,-100,4,10,-97,2,2,6,-97,-100,2
69,Widowed,2,4,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,4,-100,.d:  Do not Know/Cannot Choose,-100,12,0,-100,-100,-100,-100,-100,-100,2
79,Married,6,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,1,-100,Favor,-100,6,5,-100,-100,-100,-100,-100,1,2
46,Married,4,4,MALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,7,-100,Favor,-100,2,2,3,2,1,9,5,-100,2
53,Married,5,8,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,6,-100,Favor,-100,1,30,4,2,1,9,0,-100,2
62,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,7,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,1,3
39,Married,2,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,5,-100,Oppose,-100,3,1,-100,-100,-100,-100,-100,-100,2
67,Married,7,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,7,-100,.i:  Inapplicable,1,-100,-100,-100,-100,4,-100,-100,-100,3
38,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,1,-100,.i:  Inapplicable,4,-100,-100,4,2,3,8,15,2,3
50,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,.i:  Inapplicable,4,-100,-100,3,2,1,9,5,2,3
46,Married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,-100,1,5,5,2,1,9,0,1,2
47,Never married,0,0,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,0,1,Favor,4,3,0,-100,-100,-100,-100,-100,1,1
75,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,1,-100,Favor,4,4,2,-100,-100,-100,-100,-100,1,1
19,Never married,0,3,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,4,-100,Favor,-100,2,0,-100,-100,1,-100,-100,-100,2
55,Married,3,3,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Protestant,8,-100,Favor,-100,1,5,2,2,1,10,0,-100,2
32,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,2,-100,.i:  Inapplicable,4,-100,-100,0,2,2,10,2,1,3
25,Married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,6,-100,Favor,-100,4,0,5,2,2,9,3,-100,2
29,Divorced,0,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,None,3,2,Favor,1,0,1,4,2,2,9,0,3,1
55,Married,0,2,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,4,-100,Favor,-100,6,0,3,2,1,7,7,-100,2
60,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,7,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
44,Married,1,2,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,1,-100,Favor,-100,1,10,3,2,2,9,0,-100,2
33,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,.d:  Do not Know/Cannot Choose,Protestant,0,-100,.i:  Inapplicable,4,-100,-100,8,2,2,8,0,-100,3
61,Divorced,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Christian,2,-100,Favor,4,4,3,1,2,2,8,0,-100,1
42,Divorced,2,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,7,-100,.i:  Inapplicable,1,-100,-100,3,2,1,8,3,-100,3
57,Married,3,8,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,2,-100,Oppose,-100,3,0,-100,-100,-100,-100,-100,-100,2
20,Never married,0,1,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,4,1,4,2,3,4,0,-100,2
35,Divorced,2,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,1,2,Favor,4,1,2,1,2,1,9,1,3,1
41,Married,3,2,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,8,-100,Oppose,-100,2,20,4,2,2,9,0,2,2
-99,Married,7,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,1,-100,Favor,4,3,3,-100,-100,2,-100,-100,2,1
24,Married,4,2,FEMALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",Catholic,5,-100,Favor,-100,1,-100,-100,-100,3,-100,-100,-100,2
42,Divorced,0,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,1,Favor,4,4,2,10,2,1,8,15,-100,1
24,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,3,-100,Favor,-100,5,30,16,2,1,8,4,2,2
71,Widowed,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Inter-nondenominational,0,-100,Favor,4,6,3,-100,-100,-100,-100,-100,-100,1
45,Never married,0,8,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,3,2,Oppose,1,3,0,3,2,2,6,0,3,1
23,Never married,0,-100,MALE,"Gay, lesbian, or homosexual",White,WHITE,Extremely liberal,Other,0,1,.i:  Inapplicable,4,-100,-100,1,2,2,-98,5,-100,3
37,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,6,2,1,8,4,1,3
78,Divorced,2,2,FEMALE,Heterosexual or straight,White,WHITE,.d:  Do not Know/Cannot Choose,Protestant,7,-100,Favor,-100,15,1,-100,-100,-100,-100,-100,-100,2
73,Married,2,8,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,0,-100,Favor,-100,2,0,-100,-100,-100,-100,-100,2,2
24,Never married,0,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,2,-100,Favor,4,3,5,3,2,1,9,2,-100,1
45,Divorced,3,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Protestant,0,1,Favor,4,1,0,6,2,1,-98,0,1,1
37,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,7,-100,Favor,1,1,8,2,2,1,-98,0,-100,1
39,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,0,1,Oppose,4,4,2,4,2,1,8,3,-100,1
27,Married,0,2,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Catholic,3,-100,Favor,-100,1,4,2,2,1,7,24,1,2
-99,Never married,0,8,MALE,Heterosexual or straight,.i:  Inapplicable,.n:  No answer,"Moderate, middle of the road",Protestant,6,-100,Favor,-100,2,4,4,2,1,10,-97,-100,2
34,Divorced,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,-100,3,40,4,2,2,8,5,-100,2
65,Married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,1,-100,.i:  Inapplicable,4,-100,-100,6,2,2,8,2,-100,3
28,Never married,0,-100,MALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,2,-100,.i:  Inapplicable,4,-100,-100,-100,-100,2,-100,-100,-100,3
26,Never married,0,3,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,2,-100,Favor,-100,3,8,2,2,1,8,5,-100,2
-99,Divorced,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Protestant,6,-100,Favor,-100,1,0,3,-100,1,-100,-100,-100,2
28,Married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Catholic,1,-100,.i:  Inapplicable,4,-100,-100,2,2,1,9,6,-100,3
68,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,7,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
70,Divorced,4,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,2,1,Favor,4,8,0,-100,-100,-100,-100,-100,-100,1
66,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,2,1,Favor,1,4,6,12,2,3,9,0,1,1
45,Divorced,1,4,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,7,2,Favor,4,0,18,-100,-100,2,-100,-100,-100,1
62,Divorced,1,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,0,-100,Favor,-100,4,-100,8,2,2,8,0,-100,2
55,Separated,4,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,.d:  Do not Know/Cannot Choose,Protestant,5,-100,Favor,-98,3,0,-100,-100,2,-100,-100,-100,1
49,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,0,-100,Oppose,4,10,1,-100,-100,4,-100,-100,-100,1
