year,id_,labor_force_status,hours_per_week,marital_status,childs,age,education,sex,race,income,political_views,religious_preference,attends_religious_services,health,confidence_exec_branch,work_satisfaction,class_identification,abortion opinion,ideal_number_children,sex_education_opinion,homosexual_opinion,convicted,lockedup,tv_hours,confidence_god,email_hours,relax_hours,racism_work,poor_mental_health,sexual_orientation,ethnicify,ballot,life_rating,confidence_federal
2022,645,1,None,Divorced,2,65,14,FEMALE,None,$25000 OR MORE,Slightly conservative,Christian,Never,Good,HARDLY ANY,Moderately satisfied,Working class,None,None,Favor,None,None,None,2,No doubts,0,5,NO,0,None,None,Ballot b,7,Only some confidence
2022,646,5,None,Divorced,2,74,14,MALE,White,None,Moderate  middle of the road,None,Never,Fair,ONLY SOME,None,Working class,None,2,Favor,None,None,None,10,Higher power,2,None,None,None,None,WHITE,Ballot b,None,Only some confidence
2022,647,1,None,Married,0,61,12,MALE,White,$25000 OR MORE,Moderate  middle of the road,None,Never,Excellent,ONLY SOME,Very satisfied,Working class,None,2,Favor,None,None,None,10,Higher power,15,6,NO,0,None,WHITE,Ballot b,9,A great deal of confidence
2022,648,4,None,Married,0,52,15,FEMALE,White,$4000 TO 4999,Slightly liberal,Catholic,About once or twice a year,Fair,HARDLY ANY,Very satisfied,Working class,None,None,Favor,None,None,None,4,No doubts,0,None,None,None,None,WHITE,Ballot b,None,None
2022,649,3,40,Married,1,44,18,FEMALE,White,$7000 TO 7999,None,None,None,Good,ONLY SOME,Moderately satisfied,Middle class,None,None,Favor,None,None,None,0,None,14,1,NO,0,None,WHITE,Ballot b,8,None
2022,650,7,None,Married,3,69,12,FEMALE,White,None,Moderate  middle of the road,Catholic,Several times a year,Good,None,Very satisfied,Working class,YES,None,Oppose,NOT WRONG AT ALL,None,None,2,None,1,None,None,None,None,WHITE,Ballot a,None,None
2022,651,1,None,Divorced,2,59,12,MALE,White,$25000 OR MORE,Conservative,None,None,Fair,None,Very satisfied,Middle class,None,3,Favor,NOT WRONG AT ALL,None,None,4,None,7,5,NO,0,None,WHITE,Ballot a,7,None
2022,652,5,None,Divorced,0,52,18,FEMALE,White,None,Liberal,None,Never,Excellent,A GREAT DEAL,None,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Don't believe,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,A great deal of confidence
2022,653,1,None,Married,2,39,19,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,Several times a year,Excellent,HARDLY ANY,Moderately satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,5,NO,0,Bisexual,WHITE,Ballot c,9,None
2022,654,2,None,Never married,0,38,16,FEMALE,White,$25000 OR MORE,Liberal,Protestant,2-3 times a month,Good,ONLY SOME,Moderately satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,5,NO,5,Heterosexual or straight,WHITE,Ballot c,8,A great deal of confidence
2022,655,1,None,Married,0,34,16,MALE,White,$25000 OR MORE,Slightly liberal,Protestant,2-3 times a month,Fair,None,Very satisfied,Upper class,YES,None,Favor,NOT WRONG AT ALL,None,None,3,None,4,5,NO,5,None,WHITE,Ballot a,9,A great deal of confidence
2022,656,5,None,Married,3,74,18,FEMALE,Other,None,Moderate  middle of the road,Hinduism,Several times a year,Good,ONLY SOME,None,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,None,None,None,Heterosexual or straight,ASIAN INDIAN,Ballot c,None,None
2022,657,1,None,Widowed,2,68,18,FEMALE,White,$25000 OR MORE,Liberal,None,Less than once a year,Excellent,A GREAT DEAL,Very satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,5,YES,0,Heterosexual or straight,WHITE,Ballot c,8,A great deal of confidence
2022,658,5,None,Widowed,1,82,14,FEMALE,White,None,Liberal,None,Never,Poor,None,None,Middle class,None,2,Favor,NOT WRONG AT ALL,None,None,7,None,0,None,None,None,None,WHITE,Ballot a,None,None
2022,659,1,None,Never married,0,27,16,FEMALE,White,$25000 OR MORE,Extremely liberal,None,Never,Good,None,Very dissatisfied,Working class,YES,None,Favor,NOT WRONG AT ALL,None,None,2,None,8,5,NO,10,None,WHITE,Ballot a,8,None
2022,660,1,None,Never married,0,30,17,MALE,White,$25000 OR MORE,Liberal,None,About once or twice a year,Good,ONLY SOME,Very satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Don't know  no way to find out,None,2,NO,2,Heterosexual or straight,WHITE,Ballot c,8,A great deal of confidence
2022,661,1,None,Married,3,60,20,MALE,White,$25000 OR MORE,Slightly conservative,Catholic,Nearly every week,Excellent,ONLY SOME,Very satisfied,Upper class,None,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,8,YES,0,Heterosexual or straight,WHITE,Ballot c,None,None
2022,662,5,None,Married,0,69,18,MALE,White,LT $1000,Liberal,None,Never,Good,None,None,Middle class,YES,3,Favor,NOT WRONG AT ALL,None,None,3,None,1,None,None,None,None,WHITE,Ballot a,None,A great deal of confidence
2022,663,1,None,Divorced,2,54,18,FEMALE,White,$25000 OR MORE,Liberal,Catholic,Several times a year,Good,A GREAT DEAL,Very satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,No doubts,None,2,NO,2,Heterosexual or straight,WHITE,Ballot c,Best possible state,None
2022,664,5,None,Married,2,68,18,MALE,White,None,Liberal,Protestant,Never,Fair,None,None,Middle class,None,None,Favor,NOT WRONG AT ALL,None,None,2,None,5,None,None,None,None,WHITE,Ballot a,None,A great deal of confidence
2022,665,8,None,Married,1,35,16,FEMALE,White,$25000 OR MORE,Slightly liberal,Catholic,Several times a year,Excellent,None,None,Middle class,YES,None,Favor,NOT WRONG AT ALL,None,None,1,None,8,None,None,None,None,WHITE,Ballot a,None,A great deal of confidence
2022,666,5,None,Married,2,None,14,MALE,Other,None,Moderate  middle of the road,Buddhism,About once or twice a year,Good,None,None,Working class,None,2,Favor,SOMETIMES WRONG,None,None,5,None,0,None,None,None,None,CHINESE,Ballot a,None,None
2022,667,5,None,Married,0,74,16,FEMALE,Other,None,Moderate  middle of the road,Protestant,Never,Excellent,ONLY SOME,None,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,None,None,None,Heterosexual or straight,CHINESE,Ballot c,None,None
2022,668,1,None,Never married,0,62,17,MALE,Other,$25000 OR MORE,Moderate  middle of the road,None,Never,Excellent,HARDLY ANY,Very satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Don't believe,None,None,None,None,None,CHINESE,Ballot c,None,None
2022,669,7,None,Divorced,6,80,13,FEMALE,White,None,Moderate  middle of the road,Christian,Every week,Excellent,HARDLY ANY,Very satisfied,Working class,None,2,Favor,None,None,None,2,No doubts,0,None,None,None,None,WHITE,Ballot b,None,None
2022,670,1,None,Married,1,47,16,MALE,Other,$25000 OR MORE,Moderate  middle of the road,None,Several times a year,Fair,ONLY SOME,Moderately satisfied,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,3,NO,5,Heterosexual or straight,JAPANESE,Ballot c,9,None
2022,671,2,None,Divorced,2,76,20,FEMALE,White,$25000 OR MORE,Extremely liberal,Buddhism,Several times a year,Good,None,Very satisfied,Middle class,YES,None,Favor,NOT WRONG AT ALL,None,None,4,None,1,4,NO,0,None,WHITE,Ballot a,Best possible state,None
2022,672,1,None,Divorced,1,53,17,FEMALE,White,$25000 OR MORE,Slightly liberal,Protestant,Several times a year,Fair,ONLY SOME,Very dissatisfied,Middle class,None,None,Favor,None,None,None,2,Believe with doubts,20,2,NO,20,None,WHITE,Ballot b,4,None
2022,673,4,None,Married,2,45,16,MALE,White,None,Slightly conservative,Catholic,About once or twice a year,Good,None,Very satisfied,Middle class,YES,2,Favor,SOMETIMES WRONG,None,None,2,None,12,None,None,None,None,WHITE,Ballot a,None,None
2022,674,5,None,Divorced,2,70,16,FEMALE,White,None,Liberal,Catholic,Less than once a year,Good,None,None,Middle class,None,3,Favor,NOT WRONG AT ALL,None,None,2,None,3,None,None,None,None,WHITE,Ballot a,None,None
2022,675,5,None,Married,2,78,16,FEMALE,White,None,Slightly liberal,Protestant,Never,Good,None,None,Middle class,None,2,Favor,NOT WRONG AT ALL,None,None,2,None,2,None,None,None,None,WHITE,Ballot a,None,None
2022,676,1,None,Married,2,40,16,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Protestant,About once or twice a year,Fair,A GREAT DEAL,Very satisfied,Upper class,None,None,Favor,None,None,None,1,Believe with doubts,5,0,NO,7,Heterosexual or straight,WHITE,Ballot b,7,Only some confidence
2022,677,4,None,Married,2,53,18,FEMALE,White,None,Liberal,None,Less than once a year,Excellent,A GREAT DEAL,Moderately satisfied,Middle class,None,None,Favor,None,None,None,1,Higher power,7,None,None,None,None,WHITE,Ballot b,None,None
2022,678,1,None,Divorced,0,38,18,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Protestant,About once or twice a year,Excellent,ONLY SOME,Moderately satisfied,Upper class,YES,None,None,NOT WRONG AT ALL,None,None,None,No doubts,None,5,NO,3,Heterosexual or straight,WHITE,Ballot c,9,None
2022,679,8,None,Separated,0,41,14,MALE,Black,None,Moderate  middle of the road,None,Never,Fair,ONLY SOME,None,Middle class,None,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot c,None,Only some confidence
2022,680,1,None,Married,2,52,17,FEMALE,Black,$25000 OR MORE,Moderate  middle of the road,Protestant,Several times a week,Good,None,Moderately satisfied,Working class,None,3,Favor,ALWAYS WRONG,None,None,2,None,30,2,NO,3,None,BLACK OR AFRICAN AMERICAN,Ballot a,8,None
2022,681,1,None,Married,4,44,17,MALE,Black,$25000 OR MORE,None,None,Never,Good,HARDLY ANY,Moderately satisfied,Working class,None,None,Favor,None,None,None,2,Higher power,8,2,NO,25,None,BLACK OR AFRICAN AMERICAN,Ballot b,9,None
2022,682,6,None,Married,2,33,14,FEMALE,Other,$1000 TO 2999,Slightly conservative,None,Less than once a year,Excellent,None,None,Working class,None,2,Favor,SOMETIMES WRONG,None,None,2,None,1,None,None,None,None,HISPANIC,Ballot a,None,None
2022,683,1,None,Never married,0,44,15,FEMALE,Black,$25000 OR MORE,Slightly liberal,Other,Several times a week,Good,None,Moderately satisfied,Working class,None,3,Favor,NOT WRONG AT ALL,None,None,2,None,25,3,NO,1,None,BLACK OR AFRICAN AMERICAN,Ballot a,8,None
2022,684,1,None,Never married,0,24,12,MALE,Other,$25000 OR MORE,Moderate  middle of the road,Catholic,About once or twice a year,Fair,ONLY SOME,Very satisfied,Middle class,None,3,Favor,None,None,None,1,Don't believe,1,6,NO,0,Heterosexual or straight,SOME OTHER RACE,Ballot b,9,None
2022,685,4,None,Never married,0,23,12,MALE,None,None,Moderate  middle of the road,Catholic,Several times a year,Good,None,Moderately satisfied,Working class,YES,None,Favor,SOMETIMES WRONG,None,None,3,None,4,None,None,None,None,None,Ballot a,None,None
2022,686,1,None,Divorced,4,57,12,MALE,Black,$25000 OR MORE,Moderate  middle of the road,Catholic,About once a month,Fair,HARDLY ANY,Moderately satisfied,Middle class,NO,None,None,ALMST ALWAYS WRG,None,None,None,No doubts,None,3,NO,0,None,BLACK OR AFRICAN AMERICAN,Ballot c,9,None
2022,687,1,None,Married,2,46,14,MALE,White,$25000 OR MORE,Extremely liberal,None,Never,Good,None,Moderately satisfied,Middle class,YES,None,Favor,NOT WRONG AT ALL,None,None,2,None,10,4,NO,2,None,WHITE,Ballot a,8,A great deal of confidence
2022,688,5,None,Divorced,1,67,20,FEMALE,White,None,Liberal,Protestant,2-3 times a month,Good,A GREAT DEAL,None,Working class,None,3,Favor,None,None,None,0,Higher power,0,None,None,None,None,WHITE,Ballot b,None,None
2022,689,1,None,Divorced,0,32,17,MALE,White,None,Liberal,Other,Never,Excellent,None,Very satisfied,Working class,YES,None,Favor,NOT WRONG AT ALL,None,None,8,None,3,12,NO,30,None,WHITE,Ballot a,8,None
2022,690,1,None,Never married,2,46,15,FEMALE,Black,$25000 OR MORE,Liberal,Protestant,Several times a year,Good,ONLY SOME,Very satisfied,Working class,None,None,Favor,None,None,None,12,No doubts,0,4,NO,2,Heterosexual or straight,BLACK OR AFRICAN AMERICAN,Ballot b,7,None
2022,691,1,None,Never married,0,41,12,MALE,White,$25000 OR MORE,Slightly liberal,Catholic,Less than once a year,Good,ONLY SOME,Very satisfied,Working class,None,None,None,NOT WRONG AT ALL,None,None,None,None,None,3,NO,2,Heterosexual or straight,WHITE,Ballot c,9,None
2022,692,2,None,Never married,1,37,12,FEMALE,Other,$10000 - 14999,Moderate  middle of the road,Catholic,Several times a year,Good,None,Very satisfied,Working class,YES,2,Favor,NOT WRONG AT ALL,None,None,1,None,1,5,NO,4,None,HISPANIC,Ballot a,9,Hardly any confidence at all
2022,693,4,None,Never married,0,46,16,MALE,Other,$25000 OR MORE,Moderate  middle of the road,None,Never,Excellent,HARDLY ANY,Moderately satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,None,None,None,Heterosexual or straight,OTHER PACIFIC ISLANDER,Ballot c,None,A great deal of confidence
2022,694,5,None,Widowed,1,86,3,FEMALE,Other,None,Slightly liberal,Buddhism,About once or twice a year,Poor,ONLY SOME,None,Lower class,YES,None,None,NOT WRONG AT ALL,None,None,None,Don't know  no way to find out,None,None,None,None,Heterosexual or straight,CHINESE,Ballot c,None,None
2022,695,3,40,Married,3,41,16,FEMALE,Other,$25000 OR MORE,Liberal,Catholic,2-3 times a month,Fair,ONLY SOME,Moderately satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,No doubts,None,0,NO,2,Heterosexual or straight,FILIPINO,Ballot c,Best possible state,None
2022,696,5,None,Divorced,2,None,20,MALE,Black,None,Extremely liberal,None,Never,Good,None,None,Middle class,YES,3,Favor,NOT WRONG AT ALL,None,None,10,None,2,None,None,None,None,BLACK OR AFRICAN AMERICAN,Ballot a,None,A great deal of confidence
2022,697,2,None,Never married,0,21,16,FEMALE,Other,$3000 TO 3999,Liberal,Protestant,Every week,Good,None,Moderately satisfied,Middle class,None,1,Favor,NOT WRONG AT ALL,None,None,2,None,4,3,NO,15,None,FILIPINO,Ballot a,7,Only some confidence
2022,698,1,None,Married,1,39,12,FEMALE,Other,None,Slightly liberal,Buddhism,Never,Fair,HARDLY ANY,A little dissatisfied,Middle class,None,2,Favor,None,None,None,0,Don't know  no way to find out,2,1,NO,0,None,CHINESE,Ballot b,8,None
2022,699,1,None,Married,2,55,16,MALE,Other,$25000 OR MORE,Moderate  middle of the road,None,Less than once a year,Fair,ONLY SOME,Moderately satisfied,Middle class,None,2,Favor,None,None,None,2,No doubts,15,5,NO,0,None,CHINESE,Ballot b,7,Only some confidence
2022,700,1,None,Married,0,29,16,FEMALE,White,$25000 OR MORE,Liberal,None,About once a month,Good,ONLY SOME,Moderately satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Don't know  no way to find out,None,7,NO,0,None,WHITE,Ballot c,Best possible state,A great deal of confidence
2022,701,1,None,Never married,0,35,16,MALE,Other,None,Moderate  middle of the road,None,Less than once a year,Good,ONLY SOME,Very satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,No doubts,None,1,NO,0,Gay  lesbian  or homosexual,FILIPINO,Ballot c,9,None
2022,702,1,None,Never married,0,28,16,FEMALE,White,$25000 OR MORE,Slightly liberal,Catholic,Several times a year,Fair,None,Moderately satisfied,Working class,None,4,Favor,NOT WRONG AT ALL,None,None,3,None,30,4,NO,4,None,WHITE,Ballot a,7,None
2022,703,1,None,Never married,0,48,17,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,None,Less than once a year,Good,None,Moderately satisfied,Middle class,YES,None,Favor,SOMETIMES WRONG,None,None,2,None,2,2,NO,7,None,WHITE,Ballot a,8,Only some confidence
2022,704,5,None,Married,2,77,14,MALE,White,None,Liberal,Catholic,Every week,Good,None,None,Working class,YES,3,Favor,NOT WRONG AT ALL,None,None,3,None,None,None,None,None,None,WHITE,Ballot a,None,A great deal of confidence
2022,705,5,None,Never married,0,68,3,MALE,Other,$20000 - 24999,Liberal,Catholic,Every week,Excellent,A GREAT DEAL,None,Middle class,None,2,Oppose,None,None,None,3,Believe sometimes,None,None,None,None,None,HISPANIC,Ballot b,None,None
2022,706,1,None,Never married,0,27,12,FEMALE,White,None,Moderate  middle of the road,Catholic,Less than once a year,Good,None,Very satisfied,Working class,YES,2,Favor,NOT WRONG AT ALL,None,None,2,None,7,2,NO,4,None,WHITE,Ballot a,9,None
2022,707,5,None,Married,1,70,11,FEMALE,White,None,Conservative,Protestant,2-3 times a month,Fair,None,None,Middle class,NO,2,Oppose,ALWAYS WRONG,None,None,4,None,1,None,None,None,None,WHITE,Ballot a,None,None
2022,708,8,None,Married,0,49,16,MALE,Black,$25000 OR MORE,Moderate  middle of the road,Protestant,Never,Poor,None,None,Middle class,YES,2,Favor,NOT WRONG AT ALL,None,None,4,None,0,None,None,None,None,BLACK OR AFRICAN AMERICAN,Ballot a,None,A great deal of confidence
2022,709,5,None,Widowed,2,72,12,FEMALE,White,None,Conservative,Protestant,Several times a week,Good,ONLY SOME,None,Working class,NO,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,Only some confidence
2022,710,7,None,Married,7,43,13,FEMALE,White,None,Moderate  middle of the road,Muslim/islam,Several times a year,Good,ONLY SOME,Very satisfied,Middle class,None,None,Oppose,None,None,None,1,No doubts,1,None,None,None,None,WHITE,Ballot b,None,Only some confidence
2022,711,1,None,Widowed,1,57,16,MALE,White,$25000 OR MORE,Conservative,Catholic,Less than once a year,Good,HARDLY ANY,Moderately satisfied,Middle class,None,3,Favor,None,None,None,0,Believe sometimes,25,4,NO,3,Heterosexual or straight,WHITE,Ballot b,9,None
2022,712,8,None,Divorced,0,67,16,FEMALE,Other,None,Moderate  middle of the road,None,Less than once a year,Good,ONLY SOME,None,Working class,None,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,None,None,None,Heterosexual or straight,JAPANESE,Ballot c,None,None
2022,713,5,None,Married,2,60,15,FEMALE,White,$25000 OR MORE,Liberal,Protestant,About once or twice a year,Excellent,None,None,Middle class,None,None,Favor,NOT WRONG AT ALL,None,None,2,None,0,None,None,None,None,WHITE,Ballot a,None,None
2022,714,1,None,Never married,0,20,14,FEMALE,White,$3000 TO 3999,Liberal,None,Never,Good,ONLY SOME,Moderately satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Don't believe,None,1,NO,15,Bisexual,WHITE,Ballot c,7,A great deal of confidence
2022,715,6,None,Never married,0,18,11,MALE,Other,None,Slightly liberal,Catholic,Several times a year,Good,ONLY SOME,None,Middle class,None,2,Favor,None,None,None,3,Believe sometimes,0,None,None,None,None,SOME OTHER RACE,Ballot b,None,None
2022,716,5,None,Married,2,None,17,FEMALE,White,None,Moderate  middle of the road,Buddhism,Never,Good,None,None,Middle class,YES,2,Favor,NOT WRONG AT ALL,None,None,3,None,1,None,None,None,None,WHITE,Ballot a,None,None
2022,717,2,None,Married,3,58,12,FEMALE,White,LT $1000,Conservative,None,Never,Excellent,HARDLY ANY,Very satisfied,Middle class,NO,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,6,NO,0,Heterosexual or straight,WHITE,Ballot c,None,Only some confidence
2022,718,8,None,Divorced,1,55,14,FEMALE,White,None,Slightly conservative,Catholic,About once or twice a year,Fair,HARDLY ANY,None,Lower class,None,3,Oppose,None,None,None,5,No doubts,4,None,None,None,None,WHITE,Ballot b,None,None
2022,719,1,None,Never married,1,46,13,MALE,White,$25000 OR MORE,Moderate  middle of the road,None,About once or twice a year,Fair,A GREAT DEAL,Moderately satisfied,Working class,YES,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,0,NO,25,Heterosexual or straight,WHITE,Ballot c,8,None
2022,720,5,None,Divorced,3,77,12,FEMALE,White,None,Liberal,Buddhism,Several times a week,Good,ONLY SOME,None,Working class,None,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,Only some confidence
2022,721,5,None,Married,0,72,16,MALE,White,None,Moderate  middle of the road,None,Never,Fair,A GREAT DEAL,None,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Don't know  no way to find out,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,722,1,None,Married,2,61,16,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,None,Never,Excellent,HARDLY ANY,Moderately satisfied,Working class,None,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,1,NO,0,Heterosexual or straight,WHITE,Ballot c,None,None
2022,723,5,None,Married,0,51,16,MALE,White,None,Moderate  middle of the road,None,Never,Fair,ONLY SOME,None,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,A great deal of confidence
2022,724,8,None,Married,4,52,None,FEMALE,Other,None,Conservative,Catholic,2-3 times a month,Good,None,None,Working class,None,2,Favor,SOMETIMES WRONG,None,None,2,None,0,None,None,None,None,HISPANIC,Ballot a,None,None
2022,725,5,None,Divorced,2,65,16,MALE,Other,None,Moderate  middle of the road,Protestant,Never,Excellent,ONLY SOME,None,Middle class,YES,None,None,SOMETIMES WRONG,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,CHINESE,Ballot c,None,A great deal of confidence
2022,726,5,None,Married,2,79,12,FEMALE,White,None,Liberal,Catholic,Every week,Excellent,None,None,Middle class,None,2,Favor,NOT WRONG AT ALL,None,None,3,None,0,None,None,None,None,WHITE,Ballot a,None,None
2022,727,1,None,Married,2,30,18,FEMALE,White,$25000 OR MORE,Liberal,None,Never,Good,A GREAT DEAL,Moderately satisfied,Middle class,None,None,None,NOT WRONG AT ALL,None,None,None,Don't believe,None,1,NO,5,Heterosexual or straight,WHITE,Ballot c,9,None
2022,728,5,None,Married,2,73,13,MALE,White,None,Slightly conservative,Protestant,Never,Fair,HARDLY ANY,None,Working class,None,2,Favor,None,None,None,3,Believe sometimes,2,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2022,729,2,None,Married,0,37,16,FEMALE,White,$25000 OR MORE,Liberal,Catholic,Several times a year,Excellent,ONLY SOME,Very satisfied,Upper class,None,2,Favor,None,None,None,1,Higher power,10,4,NO,2,Heterosexual or straight,WHITE,Ballot b,8,None
2022,730,1,None,Married,2,32,16,MALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,About once a month,Good,None,Moderately satisfied,Working class,None,2,Favor,ALWAYS WRONG,None,None,1,None,8,1,NO,1,None,WHITE,Ballot a,9,None
2022,731,1,None,Never married,0,49,17,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,Catholic,About once or twice a year,Excellent,None,Very satisfied,Middle class,None,None,Favor,NOT WRONG AT ALL,None,None,2,None,60,4,NO,5,None,WHITE,Ballot a,8,None
2022,732,5,None,Never married,0,66,17,FEMALE,White,$25000 OR MORE,Liberal,Protestant,Several times a year,Good,A GREAT DEAL,None,Middle class,YES,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,A great deal of confidence
2022,733,1,None,Married,0,38,14,MALE,White,None,Moderate  middle of the road,Other,Never,Fair,HARDLY ANY,Very satisfied,Working class,YES,None,None,NOT WRONG AT ALL,None,None,None,Higher power,None,3,NO,24,Heterosexual or straight,WHITE,Ballot c,6,None
2022,734,1,None,Never married,3,39,13,FEMALE,Other,$15000 - 19999,Conservative,None,Never,Good,ONLY SOME,Moderately satisfied,Working class,None,None,None,NOT WRONG AT ALL,None,None,None,Believe with doubts,None,8,NO,0,Heterosexual or straight,SOME OTHER RACE,Ballot c,4,None
2022,735,8,None,Never married,8,78,15,MALE,White,None,Moderate  middle of the road,Protestant,Never,Good,None,None,Working class,NO,2,Favor,SOMETIMES WRONG,None,None,6,None,10,None,None,None,None,WHITE,Ballot a,None,A great deal of confidence
2022,736,1,None,Married,2,60,14,MALE,Other,$25000 OR MORE,None,Other eastern religions,Several times a week,Excellent,None,Moderately satisfied,Middle class,None,4,Favor,ALWAYS WRONG,None,None,1,None,4,None,None,None,None,ASIAN INDIAN,Ballot a,9,None
2022,737,1,None,Married,1,51,14,MALE,White,$25000 OR MORE,Liberal,None,Never,Good,None,Very satisfied,Working class,YES,None,Favor,NOT WRONG AT ALL,None,None,2,None,10,3,NO,2,None,WHITE,Ballot a,9,A great deal of confidence
2022,738,1,None,Never married,0,37,13,FEMALE,Black,$25000 OR MORE,Liberal,None,Never,Good,None,A little dissatisfied,Working class,YES,None,Favor,NOT WRONG AT ALL,None,None,4,None,0,10,NO,0,None,BLACK OR AFRICAN AMERICAN,Ballot a,6,None
2022,739,7,None,Never married,1,25,12,FEMALE,White,$25000 OR MORE,Moderate  middle of the road,None,Never,Good,HARDLY ANY,Moderately satisfied,Working class,None,None,Favor,None,None,None,2,Don't know  no way to find out,2,None,None,None,Heterosexual or straight,WHITE,Ballot b,None,None
2022,740,1,None,Never married,2,43,20,FEMALE,Other,$25000 OR MORE,Moderate  middle of the road,Catholic,Nearly every week,Good,None,Very satisfied,Middle class,None,3,Favor,NOT WRONG AT ALL,None,None,0,None,10,4,NO,4,None,HISPANIC,Ballot a,9,None
2022,741,1,None,Married,1,45,14,FEMALE,Other,$25000 OR MORE,Moderate  middle of the road,None,Never,Good,HARDLY ANY,Moderately satisfied,Working class,YES,None,None,NOT WRONG AT ALL,None,None,None,No doubts,None,9,NO,5,Heterosexual or straight,KOREAN,Ballot c,7,Only some confidence
2022,742,7,None,Married,4,66,18,FEMALE,White,None,Slightly conservative,Protestant,Nearly every week,Good,HARDLY ANY,Moderately satisfied,Middle class,None,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,Heterosexual or straight,WHITE,Ballot c,None,None
2022,743,1,None,Widowed,1,55,12,FEMALE,Black,$25000 OR MORE,Liberal,Protestant,Never,Good,None,Very satisfied,Middle class,YES,2,Favor,NOT WRONG AT ALL,None,None,3,None,0,6,NO,6,None,BLACK OR AFRICAN AMERICAN,Ballot a,8,None
2022,744,1,None,Never married,0,None,12,MALE,Black,$3000 TO 3999,Moderate  middle of the road,None,Never,Fair,None,Moderately satisfied,Working class,None,None,Oppose,None,None,None,0,Higher power,6,6,NO,0,None,BLACK OR AFRICAN AMERICAN,Ballot b,6,None
2022,745,3,40,Married,2,75,20,MALE,White,$25000 OR MORE,Slightly conservative,Protestant,Every week,Good,ONLY SOME,Very satisfied,Middle class,None,None,None,ALWAYS WRONG,None,None,None,No doubts,None,2,NO,0,Heterosexual or straight,WHITE,Ballot c,9,None
2022,746,5,None,Widowed,6,89,14,FEMALE,Black,None,Slightly conservative,Protestant,2-3 times a month,Good,ONLY SOME,None,Middle class,None,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,None,BLACK OR AFRICAN AMERICAN,Ballot c,None,None
2022,747,5,None,Married,3,83,17,MALE,White,None,Conservative,Protestant,Several times a year,Good,HARDLY ANY,None,Middle class,None,2,Favor,None,None,None,3,Believe with doubts,0,None,None,None,None,WHITE,Ballot b,None,None
2022,748,8,None,Married,3,None,14,MALE,Other,$25000 OR MORE,Slightly conservative,Catholic,Every week,Good,ONLY SOME,None,Middle class,YES,None,None,ALWAYS WRONG,None,None,None,No doubts,None,None,None,None,None,HISPANIC,Ballot c,None,None
